timestamp,company_name,email,status,error_message
2026-08-05 20:16:02,Conex Accounting,enquiries@conexaccounting.ae,Skipped,rejected by mail server
2026-08-05 20:16:04,Conex Accounting,enquiry@conexaccounting.ae,Skipped,rejected by mail server
2026-08-05 20:16:47,MH Solution FZE,info@mhsolutionuae.com,Sent,
2026-08-05 20:16:47,MH Solution FZE,info@mhsolutionuae.com,Skipped,duplicate / already processed
2026-08-05 20:16:59,MH Solution FZE,accounts@mhsolutionuae.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:17:10,MH Solution FZE,tax@mhsolutionuae.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:17:17,MH Solution FZE,admin@mhsolutionuae.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:17:28,MH Solution FZE,hr@mhsolutionuae.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:17:35,MH Solution FZE,audit@mhsolutionuae.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:17:43,MH Solution FZE,contact@mhsolutionuae.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:17:50,MH Solution FZE,careers@mhsolutionuae.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:17:57,MH Solution FZE,finance@mhsolutionuae.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:18:05,MH Solution FZE,support@mhsolutionuae.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:18:11,MH Solution FZE,enquiries@mhsolutionuae.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:18:18,MH Solution FZE,enquiry@mhsolutionuae.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:18:38,Singiri & Co,singiriandco@gmail.com,Sent,
2026-08-05 20:19:01,Depoltz Accounting,info@depoltzaccounting.com.au,Sent,
2026-08-05 20:19:01,Depoltz Accounting,info@depoltzaccounting.com.au,Skipped,duplicate / already processed
2026-08-05 20:19:16,Depoltz Accounting,accounts@depoltzaccounting.com.au,Sent,
2026-08-05 20:19:37,Depoltz Accounting,tax@depoltzaccounting.com.au,Sent,
2026-08-05 20:19:54,Depoltz Accounting,admin@depoltzaccounting.com.au,Sent,
2026-08-05 20:20:18,Depoltz Accounting,hr@depoltzaccounting.com.au,Sent,
2026-08-05 20:20:44,Dale Fan & Associates,hello@dalefancpa.ca,Sent,
2026-08-05 20:21:09,Dale Fan & Associates,info@dalefancpa.ca,Sent,
2026-08-05 20:21:12,Dale Fan & Associates,accounts@dalefancpa.ca,Skipped,rejected by mail server
2026-08-05 20:21:14,Dale Fan & Associates,tax@dalefancpa.ca,Skipped,rejected by mail server
2026-08-05 20:21:16,Dale Fan & Associates,admin@dalefancpa.ca,Skipped,rejected by mail server
2026-08-05 20:21:19,Dale Fan & Associates,hr@dalefancpa.ca,Skipped,rejected by mail server
2026-08-05 20:21:21,Dale Fan & Associates,audit@dalefancpa.ca,Skipped,rejected by mail server
2026-08-05 20:21:24,Dale Fan & Associates,contact@dalefancpa.ca,Skipped,rejected by mail server
2026-08-05 20:21:26,Dale Fan & Associates,careers@dalefancpa.ca,Skipped,rejected by mail server
2026-08-05 20:21:29,Dale Fan & Associates,finance@dalefancpa.ca,Skipped,rejected by mail server
2026-08-05 20:21:54,Dale Fan & Associates,support@dalefancpa.ca,Sent,
2026-08-05 20:21:57,Dale Fan & Associates,enquiries@dalefancpa.ca,Skipped,rejected by mail server
2026-08-05 20:21:59,Dale Fan & Associates,enquiry@dalefancpa.ca,Skipped,rejected by mail server
2026-08-05 20:22:25,Sandhu & Company,info@sandhutax.com,Sent,
2026-08-05 20:22:25,Sandhu & Company,info@sandhutax.com,Skipped,duplicate / already processed
2026-08-05 20:22:31,Sandhu & Company,accounts@sandhutax.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:22:37,Sandhu & Company,tax@sandhutax.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:22:44,Sandhu & Company,admin@sandhutax.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:22:50,Sandhu & Company,hr@sandhutax.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:22:56,Sandhu & Company,audit@sandhutax.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:23:03,Sandhu & Company,contact@sandhutax.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:23:09,Sandhu & Company,careers@sandhutax.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:23:16,Sandhu & Company,finance@sandhutax.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:23:22,Sandhu & Company,support@sandhutax.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:23:28,Sandhu & Company,enquiries@sandhutax.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:23:35,Sandhu & Company,enquiry@sandhutax.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:23:57,Ratnayake T A & Co,samansrilalrta@gmail.com,Sent,
2026-08-05 20:24:14,SS Associates,ssassociates7474@gmail.com,Sent,
2026-08-05 20:24:35,Keerthi Mihiripenna & Company,info@kmaudit.lk,Sent,
2026-08-05 20:24:35,Keerthi Mihiripenna & Company,info@kmaudit.lk,Skipped,duplicate / already processed
2026-08-05 20:24:53,Keerthi Mihiripenna & Company,accounts@kmaudit.lk,Sent,
2026-08-05 20:25:11,Keerthi Mihiripenna & Company,tax@kmaudit.lk,Sent,
2026-08-05 20:25:28,Keerthi Mihiripenna & Company,admin@kmaudit.lk,Sent,
2026-08-05 20:25:47,Keerthi Mihiripenna & Company,hr@kmaudit.lk,Sent,
2026-08-05 20:26:10,Haqque Martin & Company,martinco@gmail.com,Sent,
2026-08-05 20:26:29,Jawaamil Associates,ja@amjawaamil.com,Sent,
2026-08-05 20:26:29,Jawaamil Associates,info@amjawaamil.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:26:30,Jawaamil Associates,accounts@amjawaamil.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:26:30,Jawaamil Associates,tax@amjawaamil.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:26:31,Jawaamil Associates,admin@amjawaamil.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:26:31,Jawaamil Associates,hr@amjawaamil.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:26:31,Jawaamil Associates,audit@amjawaamil.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:26:32,Jawaamil Associates,contact@amjawaamil.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:26:32,Jawaamil Associates,careers@amjawaamil.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:26:32,Jawaamil Associates,finance@amjawaamil.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:26:33,Jawaamil Associates,support@amjawaamil.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:26:33,Jawaamil Associates,enquiries@amjawaamil.com,Skipped,not confirmed by SMTP probe
2026-08-05 20:26:33,Jawaamil Associates,enquiry@amjawaamil.com,Skipped,not confirmed by SMTP probe
2026-08-11 22:33:24,Brander & Co,info@Branderco.ca,Sent,
2026-08-11 22:33:24,Brander & Co,info@branderco.ca,Skipped,duplicate / already processed
2026-08-11 22:33:26,Brander & Co,accounts@branderco.ca,Skipped,rejected by mail server
2026-08-11 22:33:28,Brander & Co,tax@branderco.ca,Skipped,rejected by mail server
2026-08-11 22:33:30,Brander & Co,admin@branderco.ca,Skipped,rejected by mail server
2026-08-11 22:33:33,Brander & Co,hr@branderco.ca,Skipped,rejected by mail server
2026-08-11 22:33:35,Brander & Co,audit@branderco.ca,Skipped,rejected by mail server
2026-08-11 22:33:38,Brander & Co,contact@branderco.ca,Skipped,rejected by mail server
2026-08-11 22:33:40,Brander & Co,careers@branderco.ca,Skipped,rejected by mail server
2026-08-11 22:33:42,Brander & Co,finance@branderco.ca,Skipped,rejected by mail server
2026-08-11 22:33:44,Brander & Co,support@branderco.ca,Skipped,rejected by mail server
2026-08-11 22:33:46,Brander & Co,enquiries@branderco.ca,Skipped,rejected by mail server
2026-08-11 22:33:48,Brander & Co,enquiry@branderco.ca,Skipped,rejected by mail server
2026-08-11 22:34:11,Asrani CPA,info@asranicpa.ca,Sent,
2026-08-11 22:34:11,Asrani CPA,info@asranicpa.ca,Skipped,duplicate / already processed
2026-08-11 22:34:18,Asrani CPA,accounts@asranicpa.ca,Skipped,not confirmed by SMTP probe
2026-08-11 22:34:24,Asrani CPA,tax@asranicpa.ca,Skipped,not confirmed by SMTP probe
2026-08-11 22:34:30,Asrani CPA,admin@asranicpa.ca,Skipped,not confirmed by SMTP probe
2026-08-11 22:34:39,Asrani CPA,hr@asranicpa.ca,Skipped,not confirmed by SMTP probe
2026-08-11 22:34:46,Asrani CPA,audit@asranicpa.ca,Skipped,not confirmed by SMTP probe
2026-08-11 22:34:53,Asrani CPA,contact@asranicpa.ca,Skipped,not confirmed by SMTP probe
2026-08-11 22:34:59,Asrani CPA,careers@asranicpa.ca,Skipped,not confirmed by SMTP probe
2026-08-11 22:35:05,Asrani CPA,finance@asranicpa.ca,Skipped,not confirmed by SMTP probe
2026-08-11 22:35:12,Asrani CPA,support@asranicpa.ca,Skipped,not confirmed by SMTP probe
2026-08-11 22:35:19,Asrani CPA,enquiries@asranicpa.ca,Skipped,not confirmed by SMTP probe
2026-08-11 22:35:25,Asrani CPA,enquiry@asranicpa.ca,Skipped,not confirmed by SMTP probe
2026-08-11 22:35:47,Morley CPA,theresa@morleycpa.ca,Sent,
2026-08-11 22:35:49,Morley CPA,info@morleycpa.ca,Skipped,not confirmed by SMTP probe
2026-08-11 22:35:51,Morley CPA,accounts@morleycpa.ca,Skipped,not confirmed by SMTP probe
2026-08-11 22:35:54,Morley CPA,tax@morleycpa.ca,Skipped,not confirmed by SMTP probe
2026-08-11 22:35:57,Morley CPA,admin@morleycpa.ca,Skipped,not confirmed by SMTP probe
2026-08-11 22:36:01,Morley CPA,hr@morleycpa.ca,Skipped,not confirmed by SMTP probe
2026-08-11 22:36:04,Morley CPA,audit@morleycpa.ca,Skipped,not confirmed by SMTP probe
2026-08-11 22:36:07,Morley CPA,contact@morleycpa.ca,Skipped,not confirmed by SMTP probe
2026-08-11 22:36:10,Morley CPA,careers@morleycpa.ca,Skipped,not confirmed by SMTP probe
2026-08-11 22:36:13,Morley CPA,finance@morleycpa.ca,Skipped,not confirmed by SMTP probe
2026-08-11 22:36:15,Morley CPA,support@morleycpa.ca,Skipped,not confirmed by SMTP probe
2026-08-11 22:36:17,Morley CPA,enquiries@morleycpa.ca,Skipped,not confirmed by SMTP probe
2026-08-11 22:36:19,Morley CPA,enquiry@morleycpa.ca,Skipped,not confirmed by SMTP probe
2026-08-11 22:36:42,MTG Accounting,toni@mtgaccounting.co.nz,Sent,
2026-08-11 22:36:43,MTG Accounting,info@mtgaccounting.co.nz,Skipped,not confirmed by SMTP probe
2026-08-11 22:36:45,MTG Accounting,accounts@mtgaccounting.co.nz,Skipped,not confirmed by SMTP probe
2026-08-11 22:36:46,MTG Accounting,tax@mtgaccounting.co.nz,Skipped,not confirmed by SMTP probe
2026-08-11 22:36:47,MTG Accounting,admin@mtgaccounting.co.nz,Skipped,not confirmed by SMTP probe
2026-08-11 22:36:48,MTG Accounting,hr@mtgaccounting.co.nz,Skipped,not confirmed by SMTP probe
2026-08-11 22:36:49,MTG Accounting,audit@mtgaccounting.co.nz,Skipped,not confirmed by SMTP probe
2026-08-11 22:36:51,MTG Accounting,contact@mtgaccounting.co.nz,Skipped,not confirmed by SMTP probe
2026-08-11 22:36:52,MTG Accounting,careers@mtgaccounting.co.nz,Skipped,not confirmed by SMTP probe
2026-08-11 22:36:54,MTG Accounting,finance@mtgaccounting.co.nz,Skipped,not confirmed by SMTP probe
2026-08-11 22:36:55,MTG Accounting,support@mtgaccounting.co.nz,Skipped,not confirmed by SMTP probe
2026-08-11 22:36:56,MTG Accounting,enquiries@mtgaccounting.co.nz,Skipped,not confirmed by SMTP probe
2026-08-11 22:36:57,MTG Accounting,enquiry@mtgaccounting.co.nz,Skipped,not confirmed by SMTP probe
2026-08-11 22:37:21,CB Solutions,corinna@cbsolutions.nz,Sent,
2026-08-11 22:37:23,CB Solutions,info@cbsolutions.nz,Skipped,not confirmed by SMTP probe
2026-08-11 22:37:24,CB Solutions,accounts@cbsolutions.nz,Skipped,not confirmed by SMTP probe
2026-08-11 22:37:25,CB Solutions,tax@cbsolutions.nz,Skipped,not confirmed by SMTP probe
2026-08-11 22:37:27,CB Solutions,admin@cbsolutions.nz,Skipped,not confirmed by SMTP probe
2026-08-11 22:37:28,CB Solutions,hr@cbsolutions.nz,Skipped,not confirmed by SMTP probe
2026-08-11 22:37:30,CB Solutions,audit@cbsolutions.nz,Skipped,not confirmed by SMTP probe
2026-08-11 22:37:31,CB Solutions,contact@cbsolutions.nz,Skipped,not confirmed by SMTP probe
2026-08-11 22:37:32,CB Solutions,careers@cbsolutions.nz,Skipped,not confirmed by SMTP probe
2026-08-11 22:37:34,CB Solutions,finance@cbsolutions.nz,Skipped,not confirmed by SMTP probe
2026-08-11 22:37:36,CB Solutions,support@cbsolutions.nz,Skipped,not confirmed by SMTP probe
2026-08-11 22:37:37,CB Solutions,enquiries@cbsolutions.nz,Skipped,not confirmed by SMTP probe
2026-08-11 22:37:38,CB Solutions,enquiry@cbsolutions.nz,Skipped,not confirmed by SMTP probe
2026-08-11 22:38:04,Thornton & Associates,practice@thorntonassociates.com.au,Sent,
2026-08-11 22:38:07,Thornton & Associates,info@thorntonassociates.com.au,Skipped,rejected by mail server
2026-08-11 22:38:10,Thornton & Associates,accounts@thorntonassociates.com.au,Skipped,rejected by mail server
2026-08-11 22:38:13,Thornton & Associates,tax@thorntonassociates.com.au,Skipped,rejected by mail server
2026-08-11 22:38:16,Thornton & Associates,admin@thorntonassociates.com.au,Skipped,rejected by mail server
2026-08-11 22:38:18,Thornton & Associates,hr@thorntonassociates.com.au,Skipped,rejected by mail server
2026-08-11 22:38:20,Thornton & Associates,audit@thorntonassociates.com.au,Skipped,rejected by mail server
2026-08-11 22:38:23,Thornton & Associates,contact@thorntonassociates.com.au,Skipped,rejected by mail server
2026-08-11 22:38:25,Thornton & Associates,careers@thorntonassociates.com.au,Skipped,rejected by mail server
2026-08-11 22:38:27,Thornton & Associates,finance@thorntonassociates.com.au,Skipped,rejected by mail server
2026-08-11 22:38:30,Thornton & Associates,support@thorntonassociates.com.au,Skipped,rejected by mail server
